Identificacion;Sucursal;Ciudad;Tipo de cliente;Genero;Categoria;Precio unitario;Cantidad;Impuesto 5%;Total;Fecha;Hora;Metodo de pago;cogs;Porcentaje de margen bruto;Ingresos brutos;Clasificacion
277-35-5865;C;Naypyitaw;Miembro;Femenino;Comida y bebidas;98.97;9;44.54;935.27;09/03/2019;11:23;Dinero en efectivo;890.73;4.76;44.54;6.7
789-23-8625;B;Mandalay;Miembro;Masculino;Accesorios de moda;93.22;3;13.98;293.64;24/01/2019;11:45;Dinero en efectivo;279.66;4.76;13.98;7.2
284-54-4231;C;Naypyitaw;Miembro;Masculino;Deportes y viajes;80.93;1;4.05;84.98;19/01/2019;16:08;Tarjeta de crédito;80.93;4.77;4.05;9.0
443-59-0061;A;Yangon;Miembro;Masculino;Comida y bebidas;67.45;10;33.72;708.22;03/02/2019;11:25;Billetera electrónica;674.5;4.76;33.72;4.2
509-29-3912;A;Yangon;Miembro;Femenino;Deportes y viajes;38.72;9;17.42;365.9;20/03/2019;12:24;Billetera electrónica;348.48;4.76;17.42;4.2
327-40-9673;B;Mandalay;Miembro;Masculino;Deportes y viajes;72.6;6;21.78;457.38;13/01/2019;19:51;Dinero en efectivo;435.6;4.76;21.78;6.9
840-19-2096;C;Naypyitaw;Miembro;Masculino;Accesorios electrónicos;87.91;5;21.98;461.53;14/03/2019;18:10;Billetera electrónica;439.55;4.76;21.98;4.4
828-46-6863;A;Yangon;Miembro;Masculino;Comida y bebidas;98.53;6;29.56;620.74;23/01/2019;11:22;Tarjeta de crédito;591.18;4.76;29.56;4.0
641-96-3695;C;Naypyitaw;Miembro;Femenino;Accesorios de moda;43.46;6;13.04;273.8;07/02/2019;17:55;Billetera electrónica;260.76;4.76;13.04;8.5
420-97-3340;A;Yangon;Normal;Femenino;Comida y bebidas;71.68;3;10.75;225.79;28/03/2019;15:30;Tarjeta de crédito;215.04;4.76;10.75;9.2
436-54-4512;A;Yangon;Miembro;Femenino;Comida y bebidas;91.61;1;4.58;96.19;20/03/2019;19:44;Dinero en efectivo;91.61;4.76;4.58;9.8
670-79-6321;B;Mandalay;Miembro;Femenino;Hogar y estilo de vida;94.59;7;33.11;695.24;17/01/2019;15:27;Tarjeta de crédito;662.13;4.76;33.11;4.9
852-62-7105;B;Mandalay;Normal;Femenino;Accesorios de moda;83.25;10;41.62;874.12;12/01/2019;11:25;Tarjeta de crédito;832.5;4.76;41.62;4.4
598-06-7312;B;Mandalay;Miembro;Masculino;Accesorios de moda;91.35;1;4.57;95.92;16/02/2019;15:42;Dinero en efectivo;91.35;4.76;4.57;6.8
135-13-8269;B;Mandalay;Miembro;Femenino;Comida y bebidas;78.88;2;7.89;165.65;26/01/2019;16:04;Dinero en efectivo;157.76;4.76;7.89;9.1
816-57-2053;A;Yangon;Normal;Masculino;Deportes y viajes;60.87;2;6.09;127.83;09/03/2019;12:37;Billetera electrónica;121.74;4.76;6.09;8.7
628-90-8624;B;Mandalay;Miembro;Masculino;Salud y belleza;82.58;10;41.29;867.09;14/03/2019;14:41;Dinero en efectivo;825.8;4.76;41.29;5.0
856-66-2701;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;53.3;3;7.99;167.89;25/01/2019;14:19;Billetera electrónica;159.9;4.76;7.99;7.5
308-39-1707;A;Yangon;Normal;Femenino;Accesorios de moda;12.09;1;0.6;12.69;26/01/2019;18:19;Tarjeta de crédito;12.09;4.73;0.6;8.2
149-61-1929;A;Yangon;Normal;Masculino;Deportes y viajes;64.19;10;32.1;674.0;19/01/2019;14:08;Tarjeta de crédito;641.9;4.76;32.1;6.7
655-07-2265;A;Yangon;Normal;Masculino;Accesorios electrónicos;78.31;3;11.75;246.68;05/03/2019;16:38;Billetera electrónica;234.93;4.76;11.75;5.4
589-02-8023;A;Yangon;Miembro;Masculino;Comida y bebidas;83.77;2;8.38;175.92;15/01/2019;10:54;Tarjeta de crédito;167.54;4.76;8.38;7.0
420-04-7590;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;99.7;3;14.96;314.06;18/03/2019;11:29;Billetera electrónica;299.1;4.76;14.96;4.7
182-88-2763;B;Mandalay;Miembro;Masculino;Comida y bebidas;79.91;3;11.99;251.72;20/03/2019;19:28;Tarjeta de crédito;239.73;4.76;11.99;5.0
188-55-0967;B;Mandalay;Miembro;Masculino;Salud y belleza;66.47;10;33.24;697.94;15/01/2019;15:01;Tarjeta de crédito;664.7;4.76;33.24;5.0
610-46-4100;A;Yangon;Normal;Masculino;Salud y belleza;28.95;7;10.13;212.78;03/03/2019;20:31;Tarjeta de crédito;202.65;4.76;10.13;6.0
318-81-2368;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;46.2;1;2.31;48.51;19/03/2019;12:16;Dinero en efectivo;46.2;4.76;2.31;6.3
364-33-8584;B;Mandalay;Miembro;Femenino;Comida y bebidas;17.63;5;4.41;92.56;08/03/2019;15:27;Dinero en efectivo;88.15;4.76;4.41;8.5
665-63-9737;B;Mandalay;Normal;Masculino;Accesorios de moda;52.42;3;7.86;165.12;27/02/2019;17:36;Billetera electrónica;157.26;4.76;7.86;7.5
695-09-5146;B;Mandalay;Miembro;Femenino;Comida y bebidas;98.79;3;14.82;311.19;23/02/2019;20:00;Billetera electrónica;296.37;4.76;14.82;6.4
155-45-3814;C;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;88.55;8;35.42;743.82;19/03/2019;15:29;Billetera electrónica;708.4;4.76;35.42;4.7
794-32-2436;B;Mandalay;Miembro;Masculino;Accesorios electrónicos;55.67;2;5.57;116.91;27/03/2019;15:08;Billetera electrónica;111.34;4.76;5.57;6.0
131-15-8856;C;Naypyitaw;Miembro;Femenino;Comida y bebidas;72.52;8;29.01;609.17;30/03/2019;19:26;Tarjeta de crédito;580.16;4.76;29.01;4.0
273-84-2164;C;Naypyitaw;Miembro;Masculino;Accesorios electrónicos;12.05;5;3.01;63.26;16/02/2019;15:53;Billetera electrónica;60.25;4.76;3.01;5.5
706-36-6154;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;19.36;9;8.71;182.95;18/01/2019;18:43;Billetera electrónica;174.24;4.76;8.71;8.7
778-89-7974;C;Naypyitaw;Normal;Masculino;Salud y belleza;70.21;6;21.06;442.32;30/03/2019;14:58;Dinero en efectivo;421.26;4.76;21.06;7.4
574-31-8277;B;Mandalay;Miembro;Masculino;Accesorios de moda;33.63;1;1.68;35.31;20/03/2019;19:55;Dinero en efectivo;33.63;4.76;1.68;5.6
859-71-0933;C;Naypyitaw;Miembro;Femenino;Deportes y viajes;15.49;2;1.55;32.53;16/01/2019;15:10;Dinero en efectivo;30.98;4.76;1.55;6.3
740-11-5257;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;24.74;10;12.37;259.77;24/02/2019;16:44;Dinero en efectivo;247.4;4.76;12.37;7.1
369-82-2676;B;Mandalay;Normal;Masculino;Accesorios electrónicos;75.66;5;18.92;397.22;15/01/2019;18:22;Billetera electrónica;378.3;4.76;18.92;7.8
563-47-4072;B;Mandalay;Normal;Femenino;Salud y belleza;55.81;6;16.74;351.6;22/01/2019;11:52;Dinero en efectivo;334.86;4.76;16.74;9.9
742-04-5161;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;72.78;10;36.39;764.19;03/02/2019;17:24;Dinero en efectivo;727.8;4.76;36.39;7.3
149-15-7606;B;Mandalay;Miembro;Masculino;Deportes y viajes;37.32;9;16.79;352.67;06/03/2019;15:31;Billetera electrónica;335.88;4.76;16.79;5.1
133-77-3154;B;Mandalay;Miembro;Masculino;Accesorios de moda;60.18;4;12.04;252.76;16/02/2019;18:04;Tarjeta de crédito;240.72;4.76;12.04;9.4
169-52-4504;A;Yangon;Normal;Femenino;Accesorios electrónicos;15.69;3;2.35;49.42;14/03/2019;14:13;Tarjeta de crédito;47.07;4.76;2.35;5.8
250-81-7186;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;99.69;1;4.98;104.67;27/02/2019;10:23;Tarjeta de crédito;99.69;4.76;4.98;8.0
562-12-5430;A;Yangon;Miembro;Femenino;Accesorios de moda;88.15;3;13.22;277.67;18/01/2019;10:11;Billetera electrónica;264.45;4.76;13.22;7.9
816-72-8853;A;Yangon;Miembro;Femenino;Deportes y viajes;27.93;5;6.98;146.63;29/01/2019;15:48;Dinero en efectivo;139.65;4.76;6.98;5.9
491-38-3499;A;Yangon;Miembro;Masculino;Accesorios de moda;55.45;1;2.77;58.22;26/02/2019;17:46;Tarjeta de crédito;55.45;4.76;2.77;4.9
322-02-2271;B;Mandalay;Normal;Femenino;Deportes y viajes;42.97;3;6.45;135.36;03/02/2019;11:46;Dinero en efectivo;128.91;4.77;6.45;9.3
842-29-4695;C;Naypyitaw;Miembro;Masculino;Deportes y viajes;17.14;7;6.0;125.98;16/01/2019;12:07;Tarjeta de crédito;119.98;4.76;6.0;7.9
725-67-2480;B;Mandalay;Miembro;Femenino;Accesorios de moda;58.75;6;17.62;370.12;24/03/2019;18:14;Tarjeta de crédito;352.5;4.76;17.62;5.9
641-51-2661;C;Naypyitaw;Miembro;Femenino;Comida y bebidas;87.1;10;43.55;914.55;12/02/2019;14:45;Tarjeta de crédito;871.0;4.76;43.55;9.9
714-02-3114;C;Naypyitaw;Normal;Femenino;Deportes y viajes;98.8;2;9.88;207.48;21/02/2019;11:39;Dinero en efectivo;197.6;4.76;9.88;7.7
518-17-2983;A;Yangon;Normal;Femenino;Accesorios de moda;48.63;4;9.73;204.25;04/02/2019;15:44;Billetera electrónica;194.52;4.76;9.73;7.6
779-42-2410;B;Mandalay;Miembro;Masculino;Comida y bebidas;57.74;3;8.66;181.88;20/02/2019;13:06;Billetera electrónica;173.22;4.76;8.66;7.7
190-14-3147;B;Mandalay;Normal;Femenino;Salud y belleza;17.97;4;3.59;75.47;23/02/2019;20:43;Billetera electrónica;71.88;4.76;3.59;6.4
408-66-6712;C;Naypyitaw;Miembro;Femenino;Salud y belleza;47.71;6;14.31;300.57;16/02/2019;14:19;Billetera electrónica;286.26;4.76;14.31;4.4
679-22-6530;B;Mandalay;Normal;Femenino;Deportes y viajes;40.62;2;4.06;85.3;17/01/2019;10:01;Tarjeta de crédito;81.24;4.76;4.06;4.1
588-47-8641;A;Yangon;Miembro;Masculino;Accesorios de moda;56.04;10;28.02;588.42;14/01/2019;19:30;Billetera electrónica;560.4;4.76;28.02;4.4
642-61-4706;B;Mandalay;Miembro;Masculino;Comida y bebidas;93.4;2;9.34;196.14;30/03/2019;16:34;Dinero en efectivo;186.8;4.76;9.34;5.5
576-31-4774;B;Mandalay;Normal;Femenino;Salud y belleza;73.41;3;11.01;231.24;02/03/2019;13:10;Billetera electrónica;220.23;4.76;11.01;4.0
556-41-6224;C;Naypyitaw;Normal;Masculino;Salud y belleza;33.64;8;13.46;282.58;15/02/2019;17:10;Tarjeta de crédito;269.12;4.76;13.46;9.3
811-03-8790;A;Yangon;Normal;Femenino;Accesorios electrónicos;45.48;10;22.74;477.54;01/03/2019;10:22;Tarjeta de crédito;454.8;4.76;22.74;4.8
242-11-3142;B;Mandalay;Miembro;Masculino;Accesorios de moda;83.77;2;8.38;175.92;24/02/2019;19:57;Dinero en efectivo;167.54;4.76;8.38;4.6
752-23-3760;B;Mandalay;Miembro;Femenino;Deportes y viajes;64.08;7;22.43;470.99;19/02/2019;19:29;Tarjeta de crédito;448.56;4.76;22.43;7.3
274-05-5470;A;Yangon;Miembro;Femenino;Comida y bebidas;73.47;4;14.69;308.57;23/02/2019;18:30;Dinero en efectivo;293.88;4.76;14.69;6.0
648-94-3045;C;Naypyitaw;Normal;Masculino;Salud y belleza;58.95;10;29.48;618.98;07/02/2019;14:27;Billetera electrónica;589.5;4.76;29.48;8.1
130-67-4723;A;Yangon;Miembro;Masculino;Comida y bebidas;48.5;6;14.55;305.55;11/01/2019;13:57;Billetera electrónica;291.0;4.76;14.55;9.4
528-87-5606;B;Mandalay;Miembro;Femenino;Accesorios electrónicos;39.48;1;1.97;41.45;12/02/2019;19:43;Dinero en efectivo;39.48;4.75;1.97;6.5
320-85-2052;B;Mandalay;Normal;Femenino;Deportes y viajes;34.81;1;1.74;36.55;14/01/2019;10:11;Tarjeta de crédito;34.81;4.76;1.74;7.0
370-96-0655;C;Naypyitaw;Normal;Femenino;Accesorios de moda;49.32;6;14.8;310.72;09/01/2019;13:46;Billetera electrónica;295.92;4.76;14.8;7.1
105-10-6182;A;Yangon;Miembro;Masculino;Accesorios de moda;21.48;2;2.15;45.11;27/02/2019;12:22;Billetera electrónica;42.96;4.77;2.15;6.6
510-79-0415;B;Mandalay;Miembro;Femenino;Deportes y viajes;23.08;6;6.92;145.4;24/01/2019;19:20;Billetera electrónica;138.48;4.76;6.92;4.9
241-96-5076;B;Mandalay;Miembro;Femenino;Hogar y estilo de vida;49.1;2;4.91;103.11;08/01/2019;12:58;Tarjeta de crédito;98.2;4.76;4.91;6.4
767-97-4650;B;Mandalay;Miembro;Femenino;Deportes y viajes;64.83;2;6.48;136.14;08/01/2019;11:59;Tarjeta de crédito;129.66;4.76;6.48;8.0
648-83-1321;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;63.56;10;31.78;667.38;16/01/2019;17:59;Dinero en efectivo;635.6;4.76;31.78;4.3
173-57-2300;C;Naypyitaw;Miembro;Masculino;Deportes y viajes;72.88;2;7.29;153.05;13/03/2019;12:51;Dinero en efectivo;145.76;4.76;7.29;6.1
305-03-2383;A;Yangon;Normal;Femenino;Comida y bebidas;67.1;3;10.06;211.36;15/02/2019;10:36;Dinero en efectivo;201.3;4.76;10.06;7.5
394-55-6384;C;Naypyitaw;Miembro;Femenino;Deportes y viajes;70.19;9;31.59;663.3;25/01/2019;13:38;Dinero en efectivo;631.71;4.76;31.59;6.7
266-20-6657;C;Naypyitaw;Miembro;Masculino;Comida y bebidas;55.04;7;19.26;404.54;12/03/2019;19:39;Billetera electrónica;385.28;4.76;19.26;5.2
689-05-1884;A;Yangon;Miembro;Masculino;Salud y belleza;48.63;10;24.32;510.62;04/03/2019;12:44;Dinero en efectivo;486.3;4.76;24.32;8.8
196-01-2849;C;Naypyitaw;Miembro;Femenino;Accesorios de moda;73.38;7;25.68;539.34;10/02/2019;13:56;Dinero en efectivo;513.66;4.76;25.68;9.5
372-62-5264;C;Naypyitaw;Normal;Femenino;Comida y bebidas;52.6;9;23.67;497.07;16/01/2019;14:42;Dinero en efectivo;473.4;4.76;23.67;7.6
800-09-8606;A;Yangon;Miembro;Femenino;Hogar y estilo de vida;87.37;5;21.84;458.69;29/01/2019;19:45;Dinero en efectivo;436.85;4.76;21.84;6.6
182-52-7000;A;Yangon;Miembro;Femenino;Deportes y viajes;27.04;4;5.41;113.57;01/01/2019;20:26;Billetera electrónica;108.16;4.76;5.41;6.9
826-58-8051;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;62.19;4;12.44;261.2;06/01/2019;19:46;Billetera electrónica;248.76;4.76;12.44;4.3
868-06-0466;A;Yangon;Miembro;Masculino;Accesorios electrónicos;69.58;9;31.31;657.53;19/02/2019;19:38;Tarjeta de crédito;626.22;4.76;31.31;7.8
751-41-9720;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;97.5;10;48.75;1023.75;12/01/2019;16:18;Billetera electrónica;975.0;4.76;48.75;8.0
626-43-7888;C;Naypyitaw;Normal;Femenino;Accesorios de moda;60.41;8;24.16;507.44;07/02/2019;12:23;Billetera electrónica;483.28;4.76;24.16;9.6
176-64-7711;B;Mandalay;Normal;Masculino;Comida y bebidas;32.32;3;4.85;101.81;27/03/2019;19:11;Tarjeta de crédito;96.96;4.76;4.85;4.3
191-29-0321;B;Mandalay;Miembro;Femenino;Accesorios de moda;19.77;10;9.88;207.58;27/02/2019;18:57;Tarjeta de crédito;197.7;4.76;9.88;5.0
729-06-2010;B;Mandalay;Miembro;Masculino;Salud y belleza;80.47;9;36.21;760.44;06/01/2019;11:18;Dinero en efectivo;724.23;4.76;36.21;9.2
640-48-5028;B;Mandalay;Miembro;Femenino;Hogar y estilo de vida;88.39;9;39.78;835.29;02/03/2019;12:40;Dinero en efectivo;795.51;4.76;39.78;6.3
186-79-9562;B;Mandalay;Normal;Masculino;Salud y belleza;71.77;7;25.12;527.51;29/03/2019;14:06;Dinero en efectivo;502.39;4.76;25.12;8.9
834-45-5519;B;Mandalay;Normal;Femenino;Accesorios electrónicos;43.0;4;8.6;180.6;31/01/2019;20:48;Billetera electrónica;172.0;4.76;8.6;7.6
162-65-8559;C;Naypyitaw;Miembro;Masculino;Comida y bebidas;68.98;1;3.45;72.43;21/01/2019;20:13;Dinero en efectivo;68.98;4.76;3.45;4.8
760-27-5490;C;Naypyitaw;Normal;Masculino;Accesorios de moda;15.62;8;6.25;131.21;20/01/2019;20:37;Billetera electrónica;124.96;4.76;6.25;9.1
445-30-9252;A;Yangon;Normal;Masculino;Deportes y viajes;25.7;3;3.86;80.96;17/01/2019;17:59;Billetera electrónica;77.1;4.77;3.86;6.1
786-94-2700;A;Yangon;Miembro;Masculino;Comida y bebidas;80.62;6;24.19;507.91;28/02/2019;20:18;Dinero en efectivo;483.72;4.76;24.19;9.1
728-88-7867;C;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;75.53;4;15.11;317.23;19/03/2019;15:52;Billetera electrónica;302.12;4.76;15.11;8.3
183-21-3799;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;77.63;9;34.93;733.6;19/02/2019;15:14;Billetera electrónica;698.67;4.76;34.93;7.2
268-20-3585;C;Naypyitaw;Normal;Femenino;Salud y belleza;13.85;9;6.23;130.88;04/02/2019;12:50;Billetera electrónica;124.65;4.76;6.23;6.0
735-32-9839;C;Naypyitaw;Miembro;Masculino;Accesorios de moda;98.7;8;39.48;829.08;31/01/2019;10:36;Billetera electrónica;789.6;4.76;39.48;8.5
258-92-7466;A;Yangon;Normal;Femenino;Salud y belleza;35.68;5;8.92;187.32;06/02/2019;18:33;Tarjeta de crédito;178.4;4.76;8.92;6.6
857-16-3520;A;Yangon;Miembro;Femenino;Accesorios de moda;71.46;7;25.01;525.23;28/03/2019;16:06;Billetera electrónica;500.22;4.76;25.01;4.5
482-17-1179;A;Yangon;Miembro;Masculino;Accesorios electrónicos;11.94;3;1.79;37.61;19/01/2019;12:47;Tarjeta de crédito;35.82;4.76;1.79;8.1
788-21-5741;A;Yangon;Normal;Masculino;Accesorios de moda;45.38;3;6.81;142.95;17/02/2019;13:34;Tarjeta de crédito;136.14;4.76;6.81;7.2
821-14-9046;B;Mandalay;Miembro;Femenino;Accesorios de moda;17.48;6;5.24;110.12;18/01/2019;15:04;Tarjeta de crédito;104.88;4.76;5.24;6.1
418-05-0656;B;Mandalay;Normal;Femenino;Accesorios de moda;25.56;7;8.95;187.87;02/02/2019;20:42;Dinero en efectivo;178.92;4.76;8.95;7.1
678-79-0726;C;Naypyitaw;Miembro;Femenino;Deportes y viajes;90.63;9;40.78;856.45;18/01/2019;15:28;Dinero en efectivo;815.67;4.76;40.78;5.1
776-68-1096;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;44.12;3;6.62;138.98;18/03/2019;13:45;Tarjeta de crédito;132.36;4.76;6.62;7.9
592-46-1692;C;Naypyitaw;Miembro;Femenino;Comida y bebidas;36.77;7;12.87;270.26;11/01/2019;20:10;Dinero en efectivo;257.39;4.76;12.87;7.4
434-35-9162;B;Mandalay;Miembro;Masculino;Comida y bebidas;23.34;4;4.67;98.03;04/02/2019;18:53;Billetera electrónica;93.36;4.76;4.67;7.4
149-14-0304;C;Naypyitaw;Miembro;Femenino;Salud y belleza;28.5;8;11.4;239.4;06/02/2019;14:24;Dinero en efectivo;228.0;4.76;11.4;6.6
442-44-6497;C;Naypyitaw;Miembro;Masculino;Hogar y estilo de vida;55.57;3;8.34;175.05;08/01/2019;11:42;Tarjeta de crédito;166.71;4.76;8.34;5.9
174-64-0215;B;Mandalay;Normal;Masculino;Deportes y viajes;69.74;10;34.87;732.27;05/03/2019;17:49;Tarjeta de crédito;697.4;4.76;34.87;8.9
210-74-9613;C;Naypyitaw;Normal;Masculino;Accesorios de moda;97.26;4;19.45;408.49;16/03/2019;15:33;Billetera electrónica;389.04;4.76;19.45;6.8
299-29-0180;B;Mandalay;Miembro;Femenino;Hogar y estilo de vida;52.18;7;18.26;383.52;09/03/2019;10:54;Dinero en efectivo;365.26;4.76;18.26;9.3
247-11-2470;A;Yangon;Miembro;Femenino;Accesorios de moda;22.32;4;4.46;93.74;01/03/2019;16:23;Tarjeta de crédito;89.28;4.76;4.46;4.4
635-28-5728;A;Yangon;Normal;Masculino;Salud y belleza;56.0;3;8.4;176.4;28/02/2019;19:33;Billetera electrónica;168.0;4.76;8.4;4.8
756-49-0168;A;Yangon;Miembro;Masculino;Accesorios de moda;19.7;1;0.98;20.68;08/02/2019;11:39;Billetera electrónica;19.7;4.74;0.98;9.5
438-23-1242;B;Mandalay;Normal;Masculino;Accesorios electrónicos;75.88;7;26.56;557.72;24/01/2019;10:38;Billetera electrónica;531.16;4.76;26.56;8.9
238-45-6950;B;Mandalay;Miembro;Masculino;Comida y bebidas;53.72;1;2.69;56.41;01/03/2019;20:03;Billetera electrónica;53.72;4.77;2.69;6.4
607-65-2441;C;Naypyitaw;Miembro;Masculino;Salud y belleza;81.95;10;40.98;860.48;10/03/2019;12:39;Tarjeta de crédito;819.5;4.76;40.98;6.0
386-27-7606;C;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;81.2;7;28.42;596.82;23/03/2019;15:59;Tarjeta de crédito;568.4;4.76;28.42;8.1
137-63-5492;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;58.76;10;29.38;616.98;29/01/2019;14:26;Billetera electrónica;587.6;4.76;29.38;9.0
197-77-7132;B;Mandalay;Miembro;Masculino;Accesorios electrónicos;91.56;8;36.62;769.1;12/01/2019;18:22;Billetera electrónica;732.48;4.76;36.62;6.0
805-86-0265;A;Yangon;Normal;Masculino;Hogar y estilo de vida;93.96;9;42.28;887.92;20/03/2019;11:32;Dinero en efectivo;845.64;4.76;42.28;9.8
733-29-1227;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;55.61;7;19.46;408.73;23/03/2019;12:41;Dinero en efectivo;389.27;4.76;19.46;8.5
451-73-2711;C;Naypyitaw;Normal;Masculino;Comida y bebidas;84.83;1;4.24;89.07;14/01/2019;15:20;Billetera electrónica;84.83;4.76;4.24;8.8
373-14-0504;A;Yangon;Miembro;Femenino;Deportes y viajes;71.63;2;7.16;150.42;12/02/2019;14:33;Billetera electrónica;143.26;4.76;7.16;8.8
546-80-2899;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;37.69;2;3.77;79.15;20/02/2019;15:29;Billetera electrónica;75.38;4.76;3.77;9.5
345-68-9016;C;Naypyitaw;Miembro;Femenino;Deportes y viajes;31.67;8;12.67;266.03;02/01/2019;16:19;Tarjeta de crédito;253.36;4.76;12.67;5.6
390-17-5806;C;Naypyitaw;Miembro;Femenino;Comida y bebidas;38.42;1;1.92;40.34;02/02/2019;16:33;Dinero en efectivo;38.42;4.76;1.92;8.6
457-13-1708;B;Mandalay;Miembro;Masculino;Accesorios de moda;65.23;10;32.62;684.92;08/01/2019;19:07;Tarjeta de crédito;652.3;4.76;32.62;5.2
664-14-2882;C;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;10.53;5;2.63;55.28;30/01/2019;14:43;Tarjeta de crédito;52.65;4.76;2.63;5.8
487-79-6868;B;Mandalay;Miembro;Femenino;Hogar y estilo de vida;12.29;9;5.53;116.14;26/03/2019;19:28;Tarjeta de crédito;110.61;4.76;5.53;8.0
314-23-4520;C;Naypyitaw;Miembro;Masculino;Salud y belleza;81.23;7;28.43;597.04;15/01/2019;20:44;Dinero en efectivo;568.61;4.76;28.43;9.0
210-30-7976;B;Mandalay;Miembro;Femenino;Accesorios de moda;22.32;4;4.46;93.74;14/03/2019;11:16;Billetera electrónica;89.28;4.76;4.46;4.1
585-86-8361;A;Yangon;Normal;Femenino;Comida y bebidas;27.28;5;6.82;143.22;03/02/2019;10:31;Tarjeta de crédito;136.4;4.76;6.82;8.6
807-14-7833;A;Yangon;Miembro;Femenino;Accesorios electrónicos;17.42;10;8.71;182.91;22/02/2019;12:30;Billetera electrónica;174.2;4.76;8.71;7.0
775-72-1988;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;73.28;5;18.32;384.72;24/01/2019;15:05;Billetera electrónica;366.4;4.76;18.32;8.4
288-38-3758;C;Naypyitaw;Miembro;Femenino;Accesorios de moda;84.87;3;12.73;267.34;25/01/2019;18:30;Billetera electrónica;254.61;4.76;12.73;7.4
652-43-6591;A;Yangon;Normal;Femenino;Accesorios de moda;97.29;8;38.92;817.24;09/03/2019;13:18;Tarjeta de crédito;778.32;4.76;38.92;6.2
785-96-0615;B;Mandalay;Miembro;Femenino;Accesorios electrónicos;35.74;8;14.3;300.22;17/02/2019;15:28;Billetera electrónica;285.92;4.76;14.3;4.9
406-46-7107;A;Yangon;Normal;Femenino;Hogar y estilo de vida;96.52;6;28.96;608.08;11/01/2019;11:52;Dinero en efectivo;579.12;4.76;28.96;4.5
250-17-5703;A;Yangon;Miembro;Masculino;Comida y bebidas;18.85;10;9.43;197.93;27/02/2019;18:24;Billetera electrónica;188.5;4.76;9.43;5.6
156-95-3964;A;Yangon;Normal;Femenino;Comida y bebidas;55.39;4;11.08;232.64;25/03/2019;15:19;Billetera electrónica;221.56;4.76;11.08;8.0
842-40-8179;B;Mandalay;Miembro;Femenino;Comida y bebidas;77.2;10;38.6;810.6;11/02/2019;10:38;Tarjeta de crédito;772.0;4.76;38.6;5.6
525-09-8450;B;Mandalay;Normal;Masculino;Accesorios electrónicos;72.13;10;36.06;757.36;31/01/2019;15:12;Tarjeta de crédito;721.3;4.76;36.06;4.2
410-67-1709;A;Yangon;Miembro;Femenino;Accesorios de moda;63.88;8;25.55;536.59;20/01/2019;17:48;Billetera electrónica;511.04;4.76;25.55;9.9
587-73-4862;A;Yangon;Miembro;Femenino;Salud y belleza;10.69;5;2.67;56.12;26/03/2019;11:07;Billetera electrónica;53.45;4.76;2.67;7.6
787-87-2010;A;Yangon;Miembro;Masculino;Salud y belleza;55.5;4;11.1;233.1;20/01/2019;15:48;Tarjeta de crédito;222.0;4.76;11.1;6.6
593-14-4239;B;Mandalay;Normal;Femenino;Hogar y estilo de vida;95.46;8;38.18;801.86;05/03/2019;19:40;Billetera electrónica;763.68;4.76;38.18;4.7
801-88-0346;C;Naypyitaw;Normal;Femenino;Accesorios de moda;76.06;3;11.41;239.59;05/01/2019;20:30;Tarjeta de crédito;228.18;4.76;11.41;9.8
388-76-2555;B;Mandalay;Normal;Masculino;Deportes y viajes;13.69;6;4.11;86.25;13/02/2019;13:59;Dinero en efectivo;82.14;4.77;4.11;6.3
711-31-1234;B;Mandalay;Normal;Femenino;Accesorios electrónicos;95.64;4;19.13;401.69;16/03/2019;18:51;Dinero en efectivo;382.56;4.76;19.13;7.9
886-54-6089;A;Yangon;Normal;Femenino;Hogar y estilo de vida;11.43;6;3.43;72.01;15/01/2019;17:24;Dinero en efectivo;68.58;4.76;3.43;7.7
707-32-7409;B;Mandalay;Miembro;Femenino;Deportes y viajes;95.54;4;19.11;401.27;26/02/2019;11:58;Billetera electrónica;382.16;4.76;19.11;4.5
759-98-4285;C;Naypyitaw;Miembro;Femenino;Salud y belleza;85.87;7;30.05;631.14;27/02/2019;19:01;Tarjeta de crédito;601.09;4.76;30.05;8.0
201-63-8275;C;Naypyitaw;Miembro;Femenino;Deportes y viajes;67.99;7;23.8;499.73;17/02/2019;16:50;Billetera electrónica;475.93;4.76;23.8;5.7
